index,start_date,lat,lon,ft_frozen,ft_thawed,ft_trans,ft_itrans,fw_fw_06_swe_-3,fw_fw_06_swe_-2,fw_fw_06_swe_-1,fw_fw_06_swe_+1,fw_fw_06_swe_+2,swe_swe_average_-3,swe_swe_average_-2,swe_swe_average_-1,swe_swe_average_+1,swe_swe_average_+2,energy_sw_up_-3,energy_sw_up_-2,energy_sw_up_-1,energy_sw_up_+1,energy_sw_up_+2,energy_sw_dn_-3,energy_sw_dn_-2,energy_sw_dn_-1,energy_sw_dn_+1,energy_sw_dn_+2,energy_lw_up_-3,energy_lw_up_-2,energy_lw_up_-1,energy_lw_up_+1,energy_lw_up_+2,energy_lw_dn_-3,energy_lw_dn_-2,energy_lw_dn_-1,energy_lw_dn_+1,energy_lw_dn_+2,V[ALL]_Q0.1_C3
91,2002-03-01,7.77949,126.1156,0,0,0,0,0,15,76,0,0,0,0,0,0,0,0,0,45,45,2,3,26,51,12,0,0,6,83,3,0,2,10,63,16,0,0
112,2002-03-01,8.13055,125.83765,0,0,0,0,0,18,49,0,0,0,0,0,0,0,0,0,43,49,0,2,13,66,10,0,0,7,77,7,1,2,10,65,14,0,0
137,2002-03-01,6.09609,124.81245,0,0,0,0,3,14,62,11,1,0,0,0,0,0,0,1,77,14,0,5,18,61,8,0,0,3,78,10,1,2,12,58,17,2,0
142,2002-03-01,8.47834,125.55775,0,0,0,0,0,8,66,7,0,0,0,0,0,0,0,0,63,28,1,6,5,76,3,0,0,12,70,10,0,2,11,64,14,0,0
152,2002-03-01,6.01938,124.57794,0,0,0,0,1,15,48,6,8,0,0,0,0,0,0,1,82,9,0,4,14,63,11,0,0,3,76,9,4,1,13,59,16,2,0
153,2002-03-01,0.86404,122.75452,0,0,0,0,0,29,47,8,7,0,0,0,0,0,0,0,63,28,1,8,21,52,11,0,1,4,87,0,0,0,7,69,13,3,0
183,2002-03-01,0.67067,122.31132,0,0,0,0,1,0,41,48,0,0,0,0,0,0,0,0,61,30,1,9,24,49,10,0,0,9,82,1,0,0,7,66,15,4,0
185,2002-03-01,9.71795,125.43605,0,0,0,0,2,21,60,7,1,0,0,0,0,0,0,7,84,1,0,0,8,73,11,0,1,17,74,0,0,2,12,62,15,0,0
190,2002-03-01,7.77233,124.64095,0,0,0,0,0,22,46,10,5,0,0,0,0,0,0,0,50,38,3,3,15,66,7,0,0,5,83,4,0,2,13,66,10,0,0
191,2002-03-01,7.52578,124.54375,0,0,0,0,0,22,61,8,0,0,0,0,0,0,0,0,48,39,5,4,12,66,9,0,0,4,84,4,0,3,13,63,12,0,0
209,2002-03-01,0.73941,121.95436,0,0,0,0,0,0,90,2,0,0,0,0,0,0,0,0,64,28,0,16,17,48,11,0,1,9,81,1,0,0,9,65,14,4,0
223,2002-03-01,1.07295,121.6813,0,0,0,0,20,25,43,4,0,0,0,0,0,0,0,3,69,20,0,10,17,49,16,0,1,11,79,1,0,0,9,69,10,4,0
225,2002-03-01,0.53362,121.51308,0,0,0,0,7,5,61,16,2,0,0,0,0,0,0,0,75,17,0,12,17,47,16,0,1,8,80,3,0,0,10,66,12,4,0
232,2002-03-01,0.69905,121.37634,0,0,0,0,0,15,37,29,11,0,0,0,0,0,0,0,74,18,0,11,18,47,16,0,1,9,79,3,0,0,9,66,13,4,0
242,2002-03-01,8.11756,123.73778,0,0,0,0,2,31,46,13,0,0,0,0,0,0,0,0,76,16,0,4,19,63,5,0,0,6,81,5,0,4,11,67,9,0,0
255,2002-03-01,9.75935,124.1752,0,0,0,0,0,1,47,33,9,0,0,0,0,0,0,0,76,11,2,4,18,63,7,0,0,13,77,2,0,2,17,61,11,0,0
260,2002-03-01,7.53473,123.31063,0,0,0,0,0,14,61,16,0,0,0,0,0,0,0,0,67,23,2,6,25,47,14,0,0,6,81,4,1,3,10,66,11,0,0
267,2002-03-01,11.85389,124.83087,0,0,0,0,0,10,75,5,1,0,0,0,0,0,0,0,68,16,7,0,7,73,12,0,2,21,69,0,0,4,13,60,15,0,0
269,2002-03-01,9.92453,124.03024,0,0,0,0,0,18,64,9,1,0,0,0,0,0,0,0,67,16,7,5,20,58,9,0,0,11,79,2,0,2,17,64,8,0,0
299,2002-03-01,35.26666,140.3828,0,92,0,0,0,0,68,16,8,0,0,0,0,0,0,7,65,20,0,0,11,73,8,0,0,3,74,15,0,0,9,64,19,0,1
303,2002-03-01,9.1843,123.11134,0,0,0,0,0,4,61,25,1,0,0,0,0,0,0,4,74,14,0,2,16,57,16,0,0,14,74,4,0,5,15,59,12,0,0
304,2002-03-01,7.93528,122.64238,0,0,0,0,1,20,48,7,10,0,0,0,0,0,0,7,70,10,4,2,14,63,13,0,0,7,84,1,0,2,14,64,10,0,0
330,2002-03-01,12.1935,123.88918,0,0,0,0,1,28,43,14,6,0,0,0,0,0,0,3,75,10,1,2,3,76,11,0,7,11,73,1,0,3,14,60,14,0,0
356,2002-03-01,10.65336,123.05347,0,0,0,0,0,9,71,12,0,0,0,0,0,0,0,0,64,25,3,0,26,56,10,0,0,1,87,4,0,4,14,68,4,0,0
358,2002-03-01,10.16098,122.86187,0,0,0,0,11,18,61,2,0,0,0,0,0,0,0,0,74,14,4,2,16,65,9,0,0,4,84,4,0,5,16,64,6,0,0
359,2002-03-01,9.91373,122.76681,0,0,0,0,1,31,58,2,0,0,0,0,0,0,0,0,80,12,0,1,14,71,6,0,0,6,81,5,0,7,14,63,7,0,0
383,2002-03-01,36.72474,140.16225,0,0,0,0,0,15,56,10,11,0,0,0,0,0,0,0,68,24,0,0,16,76,0,0,0,6,69,17,0,0,10,63,19,0,0
406,2002-03-01,37.40054,140.5853,0,92,0,0,0,26,66,0,0,0,0,0,0,0,0,0,86,6,0,0,19,70,3,0,0,11,70,11,0,0,8,65,19,0,1
419,2002-03-01,35.26069,138.12213,0,92,0,0,0,2,55,27,7,0,0,0,0,0,0,0,56,22,13,0,11,74,7,0,0,4,73,15,0,0,10,60,22,0,1
427,2002-03-01,11.37443,122.70316,0,0,0,0,5,29,58,0,0,0,0,0,0,0,0,0,71,18,3,1,8,70,13,0,1,15,72,4,0,3,15,60,10,0,0
428,2002-03-01,11.1289,122.60728,0,0,0,0,0,3,77,6,6,0,0,0,0,0,0,0,70,18,4,2,8,67,14,0,0,9,79,4,0,3,14,67,4,0,0
436,2002-03-01,37.11081,139.83795,0,91,1,0,0,14,51,9,5,0,0,0,0,0,0,0,87,5,0,0,16,76,0,0,0,5,72,15,0,0,8,66,18,0,1
442,2002-03-01,36.12289,138.69705,0,92,0,0,0,0,76,0,0,0,0,0,0,0,0,0,82,10,0,0,12,80,0,0,0,4,72,16,0,0,9,65,18,0,1
448,2002-03-01,35.10822,137.59471,0,91,0,1,0,11,59,7,2,0,0,0,0,0,0,0,57,21,14,0,13,68,11,0,0,6,70,16,0,0,10,59,23,0,1
455,2002-03-01,11.53144,122.5532,0,0,0,0,8,27,57,0,0,0,0,0,0,0,0,0,76,13,3,3,5,68,16,0,1,15,74,2,0,3,14,62,9,0,0
465,2002-03-01,37.78785,140.26003,0,92,0,0,0,22,30,13,0,0,0,0,0,0,0,0,87,5,0,0,16,73,3,0,0,8,74,10,0,0,8,66,18,0,1
468,2002-03-01,37.30291,139.67416,0,91,1,0,0,5,47,6,0,0,0,5,11,14,0,0,91,1,0,1,14,76,1,0,0,7,69,16,0,0,8,67,17,0,1
495,2002-03-01,1.00641,118.86716,0,0,0,0,0,0,47,32,12,0,0,0,0,0,0,5,69,15,3,2,17,57,15,1,0,13,57,22,0,0,3,59,24,5,0
505,2002-03-01,37.98058,140.0957,0,92,0,0,0,21,18,11,0,0,0,6,21,4,0,0,87,5,0,0,17,74,1,0,0,8,74,10,0,0,8,67,17,0,1
506,2002-03-01,37.81928,139.89909,0,90,2,0,0,13,28,9,0,0,0,0,0,0,0,0,90,2,0,0,17,75,0,0,0,8,73,11,0,0,8,66,18,0,1
521,2002-03-01,35.30959,137.08257,0,0,0,0,0,16,62,8,6,0,0,0,0,0,0,0,63,28,1,0,11,71,10,0,0,6,71,15,0,0,9,62,21,0,0
528,2002-03-01,33.90434,135.67802,0,92,0,0,2,20,54,7,2,0,0,0,0,0,0,19,62,10,1,0,11,71,10,0,0,8,69,15,0,0,11,57,24,0,1
538,2002-03-01,39.28292,141.34019,0,91,1,0,0,12,36,17,0,0,0,46,5,20,0,0,75,13,4,0,15,69,8,0,0,6,75,11,0,0,7,69,15,1,1
545,2002-03-01,38.17268,139.93024,0,88,4,0,0,23,27,0,0,0,0,0,0,0,0,0,87,5,0,0,15,73,4,0,0,9,73,10,0,0,7,68,17,0,1
547,2002-03-01,37.84848,139.53777,0,83,7,2,0,18,26,0,0,0,0,0,0,0,0,2,89,1,0,0,18,72,2,0,0,8,73,11,0,0,8,67,17,0,1
553,2002-03-01,36.85765,138.38739,0,88,4,0,0,40,6,3,0,0,0,0,0,0,0,0,88,4,0,0,14,75,3,0,0,6,74,12,0,0,8,67,17,0,1
564,2002-03-01,34.97226,136.38036,0,92,0,0,8,17,54,12,1,0,0,0,0,0,0,13,62,17,0,0,9,76,7,0,0,7,73,12,0,0,9,62,21,0,1
574,2002-03-01,1.03258,118.50776,0,0,0,0,0,1,67,12,12,0,0,0,0,0,0,2,63,20,6,4,22,53,13,0,0,22,61,9,0,0,5,65,17,4,0
577,2002-03-01,39.63329,141.38156,0,89,3,0,0,20,34,4,0,0,0,47,5,19,0,0,81,9,2,0,16,71,5,0,0,10,69,13,0,0,7,70,14,1,1
584,2002-03-01,38.52555,139.96179,0,86,6,0,0,9,35,0,0,0,0,0,0,0,0,5,82,5,0,0,15,67,10,0,0,10,71,11,0,0,6,70,16,0,1
586,2002-03-01,38.20203,139.56665,0,75,14,3,2,4,66,11,3,0,0,20,5,9,0,5,87,0,0,0,16,72,4,0,0,6,75,11,0,0,7,69,16,0,1
596,2002-03-01,36.53906,137.65889,0,92,0,0,0,0,37,0,0,0,0,0,0,0,0,0,92,0,0,0,14,78,0,0,0,7,70,15,0,0,8,64,20,0,1
617,2002-03-01,39.98313,141.42348,0,87,5,0,0,10,48,0,0,0,0,17,5,23,0,6,74,12,0,0,16,71,5,0,0,10,67,14,1,0,7,69,14,2,1
635,2002-03-01,35.51472,136.21887,0,92,0,0,3,19,54,11,0,0,0,0,0,0,0,25,66,1,0,0,12,71,9,0,0,7,75,10,0,0,8,62,22,0,1
648,2002-03-01,40.1773,141.25661,0,84,8,0,0,21,37,0,0,0,0,3,3,19,0,11,66,15,0,0,16,70,6,0,0,9,66,15,2,0,7,69,14,2,1
661,2002-03-01,35.87294,136.22633,0,89,1,2,0,5,73,0,0,0,0,0,0,0,0,25,66,1,0,0,15,64,13,0,0,8,74,10,0,0,8,63,21,0,1
670,2002-03-01,33.90434,134.32198,0,92,0,0,2,65,25,0,0,0,0,0,0,0,0,0,40,34,18,3,14,60,15,0,0,8,72,12,0,0,9,58,25,0,1
681,2002-03-01,43.18458,145.2869,0,0,0,0,0,7,61,17,7,0,0,0,0,0,0,0,82,10,0,0,15,66,11,0,0,6,64,20,2,0,9,66,15,2,0
682,2002-03-01,40.52645,141.29813,0,81,11,0,0,7,58,15,0,0,0,46,6,19,0,15,59,18,0,0,16,67,9,0,0,10,63,17,2,0,7,68,15,2,1
683,2002-03-01,40.37086,141.08853,0,87,5,0,0,26,32,0,0,0,0,6,4,23,0,7,67,18,0,0,16,69,7,0,0,11,63,16,2,0,7,67,17,1,1
685,2002-03-01,40.05725,140.67302,0,87,5,0,4,14,28,5,0,0,0,0,0,0,0,8,75,9,0,0,17,65,10,0,0,11,63,18,0,0,8,67,16,1,1
700,2002-03-01,34.26524,134.31793,0,0,0,0,22,24,29,5,5,0,0,0,0,0,0,0,44,39,9,3,14,61,14,0,0,8,74,10,0,0,10,57,25,0,0
713,2002-03-01,46.00672,150.06848,0,0,0,0,0,12,73,7,0,0,0,0,0,0,0,23,69,0,0,0,15,54,23,0,0,0,80,12,0,1,13,63,14,1,0
724,2002-03-01,40.40696,140.71059,1,87,4,0,0,21,30,0,0,0,0,9,5,23,0,10,63,19,0,0,16,62,14,0,0,9,66,15,2,0,8,67,16,1,1
727,2002-03-01,39.93164,140.09212,0,0,0,0,4,21,64,3,0,0,0,1,2,2,0,20,72,0,0,0,16,62,14,0,0,8,66,18,0,0,8,66,17,1,0
740,2002-03-01,33.52048,133.31532,0,92,0,0,0,9,56,26,0,0,0,0,0,0,0,3,43,46,0,0,19,62,11,0,0,7,67,18,0,0,9,58,25,0,1
742,2002-03-01,33.1468,132.99045,0,90,1,1,0,10,35,36,8,0,0,0,0,0,0,13,43,36,0,0,16,58,18,0,0,7,69,16,0,0,10,56,26,0,1
758,2002-03-01,0.93855,117.5714,0,0,0,0,0,14,55,14,7,0,0,0,0,0,0,0,66,25,1,5,37,44,6,0,0,10,79,2,0,7,22,54,7,1,0
762,2002-03-01,52.17063,-174.4278,0,0,0,0,7,20,62,3,0,0,0,0,0,0,0,9,83,0,0,0,17,53,22,0,0,10,79,3,0,0,6,72,11,3,0
774,2002-03-01,42.43258,143.1301,4,65,21,2,0,6,66,13,2,0,0,9,6,22,0,0,73,19,0,0,15,66,11,0,0,12,61,19,0,0,7,67,16,2,1
784,2002-03-01,35.16678,134.48071,0,92,0,0,0,4,72,3,12,0,0,0,0,0,0,4,72,16,0,1,16,62,13,0,0,7,75,10,0,0,6,65,21,0,1
785,2002-03-01,34.98525,134.30972,0,92,0,0,0,16,49,13,6,0,0,0,0,0,0,4,60,28,0,1,16,63,12,0,0,7,72,13,0,0,6,64,22,0,1
810,2002-03-01,1.64342,117.57775,0,0,0,0,0,0,40,8,1,0,0,0,0,0,0,0,56,33,3,4,33,45,10,0,0,11,75,6,0,7,20,58,6,1,0
823,2002-03-01,42.92421,143.41234,3,68,21,0,0,7,46,5,0,0,0,34,20,6,0,0,62,30,0,0,16,68,8,0,0,9,59,24,0,0,9,66,15,2,1
828,2002-03-01,41.26096,140.9989,0,0,0,0,0,23,69,0,0,0,0,0,0,0,0,22,64,3,1,0,16,61,15,0,0,6,67,19,0,0,8,66,17,1,0
840,2002-03-01,33.87015,132.96669,0,92,0,0,3,31,57,0,0,0,0,0,0,0,0,0,47,45,0,0,15,66,11,0,0,7,69,16,0,0,9,55,28,0,1
859,2002-03-01,5.073,118.35729,0,0,0,0,0,0,74,5,13,0,0,0,0,0,0,0,49,32,11,6,28,45,13,0,2,7,73,10,0,3,13,66,8,0,0
863,2002-03-01,2.06671,117.509,0,0,0,0,0,26,35,18,5,0,0,0,0,0,0,0,56,28,8,7,22,55,8,0,0,10,74,8,0,6,20,59,6,1,0
867,2002-03-01,0.94875,117.21203,0,0,0,0,0,0,55,11,0,0,0,0,0,0,0,0,63,26,3,9,36,40,7,0,0,9,79,3,1,8,25,52,5,1,0
881,2002-03-01,41.13896,140.40379,0,0,0,0,0,12,76,3,1,0,0,0,0,0,0,25,62,5,0,0,16,60,16,0,0,5,66,20,1,0,8,65,18,1,0
890,2002-03-01,32.90825,131.82942,0,90,2,0,12,27,28,12,10,0,0,0,0,0,0,0,45,43,4,0,16,60,16,0,1,7,71,13,0,0,10,55,27,0,1
893,2002-03-01,32.3317,131.36182,0,90,0,2,0,17,60,15,0,0,0,0,0,0,0,0,50,41,1,0,17,61,14,0,0,8,67,17,0,0,10,57,25,0,1
895,2002-03-01,31.94414,131.05481,0,92,0,0,0,13,79,0,0,0,0,0,0,0,0,9,46,37,0,1,16,62,13,0,0,8,66,18,0,0,12,56,24,0,1
901,2002-03-01,16.3591,122.125,0,0,0,0,6,18,33,19,16,0,0,0,0,0,0,0,62,24,6,1,14,70,7,0,2,14,55,21,0,5,12,60,14,0,0
905,2002-03-01,14.18683,121.24693,0,0,0,0,7,45,40,0,0,0,0,0,0,0,0,1,89,2,0,1,12,67,12,0,0,12,71,8,1,4,17,60,6,0,0
910,2002-03-01,12.95731,120.77753,0,0,0,0,0,3,62,17,9,0,0,0,0,0,0,1,86,5,0,1,10,75,6,0,6,12,65,8,1,5,13,59,10,0,0
914,2002-03-01,4.94835,118.13134,0,0,0,0,1,0,57,34,0,0,0,0,0,0,0,0,52,25,15,6,25,48,12,1,2,8,71,11,0,3,14,64,9,0,0
923,2002-03-01,1.09291,117.06889,0,0,0,0,0,0,39,14,8,0,0,0,0,0,0,0,64,26,2,9,35,41,7,0,0,9,78,4,1,7,24,53,6,1,0
939,2002-03-01,35.14726,133.44249,0,92,0,0,0,26,66,0,0,0,0,0,0,0,0,18,51,22,1,0,14,66,12,0,0,6,74,12,0,0,7,62,23,0,1
947,2002-03-01,32.69456,131.34071,0,92,0,0,0,15,68,6,1,0,0,0,0,0,0,0,51,40,1,0,18,59,15,0,0,8,66,18,0,0,11,55,26,0,1
953,2002-03-01,31.52595,130.42607,0,0,0,0,6,25,52,9,0,0,0,0,0,0,0,20,72,0,0,1,12,67,12,0,0,5,70,15,2,0,11,59,22,0,0
954,2002-03-01,31.32897,130.27689,0,0,0,0,1,16,69,6,0,0,0,0,0,0,0,18,74,0,0,1,12,67,12,0,0,4,69,17,2,0,12,58,22,0,0
971,2002-03-01,4.82195,117.90593,0,0,0,0,5,10,75,2,0,0,0,0,0,0,0,0,52,29,11,6,26,47,13,0,0,6,76,10,0,2,14,66,8,0,0
972,2002-03-01,4.55096,117.82818,0,0,0,0,1,17,45,21,7,0,0,0,0,0,0,0,55,28,9,3,30,45,14,0,0,7,76,9,0,3,14,66,7,0,0
976,2002-03-01,3.45911,117.52112,0,0,0,0,0,7,67,18,0,0,0,0,0,0,0,0,61,22,9,2,30,50,10,0,0,9,68,13,2,4,15,65,8,0,0
983,2002-03-01,1.23618,116.9254,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,61,29,2,10,31,43,8,0,0,8,80,4,0,7,21,57,5,1,0
1001,2002-03-01,41.51928,140.05383,0,0,0,0,1,12,50,18,11,0,0,0,0,0,1,22,67,2,0,0,15,58,19,0,0,6,61,25,0,0,8,64,19,1,0
1003,2002-03-01,35.13641,133.09662,0,92,0,0,0,41,48,1,0,0,0,3,8,13,0,17,57,18,0,0,15,64,13,0,0,6,74,12,0,0,7,64,20,1,1
1026,2002-03-01,15.69651,121.41187,0,0,0,0,0,8,63,17,2,0,0,0,0,0,0,0,58,26,8,5,22,51,14,0,4,9,67,10,2,5,17,57,10,0,0
1027,2002-03-01,15.45481,121.31487,0,0,0,0,1,13,74,4,0,0,0,0,0,0,0,0,55,31,6,3,25,49,15,0,3,10,66,11,2,5,18,57,9,0,0
1036,2002-03-01,11.7515,119.92213,0,0,0,0,0,0,57,34,1,0,0,0,0,0,1,8,81,1,1,1,5,75,11,0,4,19,50,19,0,8,12,55,14,0,0
1039,2002-03-01,5.77328,117.99339,0,0,0,0,16,28,46,2,0,0,0,0,0,0,0,0,45,46,1,5,26,52,7,2,2,10,63,16,1,6,13,63,9,0,0
1054,2002-03-01,1.65939,116.85442,0,0,0,0,0,0,28,7,1,0,0,0,0,0,0,0,58,29,5,6,25,54,7,0,0,7,82,3,0,5,20,60,6,1,0
1063,2002-03-01,43.70929,142.72864,4,60,28,0,0,24,20,0,0,0,0,0,0,0,0,0,74,18,0,0,15,70,7,0,0,11,52,28,1,0,9,64,18,1,1
1075,2002-03-01,35.12339,132.75087,0,91,1,0,0,20,65,7,0,0,0,0,0,0,0,14,67,11,0,0,17,64,11,0,0,6,75,11,0,0,7,64,20,1,1
1090,2002-03-01,17.99212,122.14766,0,0,0,0,0,14,57,19,2,0,0,0,0,0,0,0,68,22,2,0,14,63,15,0,0,15,51,26,0,4,9,61,16,0,0
1094,2002-03-01,17.04343,121.74413,0,0,0,0,0,0,20,1,1,0,0,0,0,0,0,0,55,37,0,4,14,57,17,0,2,11,59,18,2,5,11,59,15,0,0
1098,2002-03-01,16.08475,121.34958,0,0,0,0,0,27,56,9,0,0,0,0,0,0,0,0,57,26,9,4,16,57,14,1,3,10,63,16,0,5,13,60,11,0,0
1100,2002-03-01,15.60164,121.15559,0,0,0,0,0,18,70,4,0,0,0,0,0,0,0,0,54,30,8,1,24,53,14,0,3,9,65,13,2,5,17,59,8,0,0
1105,2002-03-01,10.88268,119.4156,0,0,0,0,0,35,50,7,0,0,0,0,0,0,0,0,76,12,2,1,8,73,10,0,0,22,50,20,0,7,12,56,13,0,0
1112,2002-03-01,5.10684,117.61075,0,0,0,0,0,0,59,7,0,0,0,0,0,0,0,0,50,35,7,2,30,48,11,1,0,8,73,9,2,3,10,70,7,0,0
1118,2002-03-01,3.46844,117.15343,0,0,0,0,2,33,57,0,0,0,0,0,0,0,0,0,57,24,11,3,26,52,10,1,0,2,69,20,1,3,15,67,7,0,0
1122,2002-03-01,2.36007,116.85626,0,0,0,0,0,0,20,22,1,0,0,0,0,0,0,0,60,17,15,6,19,54,13,0,0,4,77,9,2,4,18,63,5,2,0
1131,2002-03-01,44.34706,143.24632,0,0,0,0,12,23,30,15,5,0,0,4,4,18,0,0,92,0,0,0,15,64,13,0,0,8,56,27,1,0,10,62,19,1,0
1137,2002-03-01,43.45339,141.87482,8,68,16,0,0,17,34,0,0,0,0,17,9,18,0,2,83,7,0,0,15,64,13,0,0,7,58,25,2,0,9,65,17,1,1
1158,2002-03-01,17.90355,121.88356,0,0,0,0,0,13,66,12,0,0,0,0,0,0,0,0,63,26,3,3,14,56,19,0,1,12,53,23,3,4,11,59,16,0,0
1162,2002-03-01,16.95161,121.48343,0,0,0,0,0,0,42,3,0,0,0,0,0,0,0,0,59,33,0,4,14,57,17,0,2,11,58,19,2,4,11,59,15,0,0
1169,2002-03-01,15.26165,120.80451,0,0,0,0,0,29,39,12,10,0,0,0,0,0,0,0,62,29,1,0,20,61,11,0,0,10,63,17,2,4,17,60,6,0,0
1180,2002-03-01,4.15869,117.15723,0,0,0,0,7,16,35,25,8,0,0,0,0,0,0,0,60,30,2,3,32,48,9,0,0,3,72,16,1,3,12,70,6,0,0
1186,2002-03-01,2.50078,116.71084,0,0,0,0,0,0,32,4,1,0,0,0,0,0,0,0,59,18,15,7,18,54,13,0,0,2,73,15,2,3,19,63,5,2,0
1187,2002-03-01,2.2216,116.63776,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,61,19,12,7,18,56,11,0,0,3,77,10,2,4,17,65,4,2,0
1211,2002-03-01,42.40375,139.94408,9,66,12,5,0,16,66,10,0,0,0,0,0,0,0,23,69,0,0,0,15,62,15,0,0,6,57,28,1,0,8,62,21,1,1
1214,2002-03-01,34.13977,131.25385,0,92,0,0,7,8,69,8,0,0,0,0,0,0,0,11,80,1,0,0,17,63,12,0,0,8,76,8,0,0,8,59,25,0,1
1226,2002-03-01,16.85798,121.2233,0,0,0,0,0,30,54,8,0,0,0,0,0,0,0,0,60,25,7,3,13,56,20,0,2,11,58,21,0,5,8,61,14,0,0
1245,2002-03-01,4.84509,117.16109,0,0,0,0,0,0,7,5,16,0,0,0,0,0,0,0,51,38,3,5,29,47,11,0,0,3,70,18,1,2,11,71,6,0,0
1251,2002-03-01,3.19657,116.71178,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,60,18,14,2,25,53,12,0,0,2,60,25,5,2,18,65,5,2,0
1263,2002-03-01,53.43754,-168.05582,0,0,0,0,0,20,62,10,0,0,0,0,0,0,0,7,85,0,0,0,18,53,21,0,0,5,85,2,0,0,6,66,18,2,0
1277,2002-03-01,33.14309,130.13904,0,0,0,0,0,11,79,2,0,0,0,0,0,0,0,18,74,0,0,0,13,69,10,0,0,8,72,12,0,0,9,58,25,0,0
1282,2002-03-01,17.72096,121.35709,0,0,0,0,0,13,53,11,15,0,0,0,0,0,0,0,56,35,1,3,15,55,19,0,1,10,55,21,5,6,10,58,16,0,0
1283,2002-03-01,17.48228,121.25791,0,0,0,0,1,18,63,8,2,0,0,0,0,0,0,0,54,38,0,2,16,55,19,0,2,10,54,22,4,5,9,59,16,0,0
1291,2002-03-01,15.55053,120.48444,0,0,0,0,0,6,86,0,0,0,0,0,0,0,0,0,62,30,0,0,15,60,17,0,0,9,64,16,3,6,13,60,7,0,0
1294,2002-03-01,14.81576,120.20324,0,0,0,0,5,10,41,27,8,0,0,0,0,0,0,1,86,3,2,2,6,67,17,0,0,12,60,17,3,4,18,56,8,0,0
1301,2002-03-01,5.52774,117.16499,0,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,49,36,7,3,34,42,12,1,0,11,57,23,1,5,9,69,7,0,0
1307,2002-03-01,3.88839,116.71272,0,0,0,0,0,7,54,13,1,0,0,0,0,0,0,0,57,30,5,5,24,51,12,0,0,1,60,26,5,2,14,68,6,1,0
1312,2002-03-01,2.50034,116.34637,0,0,0,0,0,0,22,5,2,0,0,0,0,0,0,0,58,23,11,6,22,49,15,0,0,2,65,22,3,2,16,68,4,2,0
1313,2002-03-01,2.22026,116.27422,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,57,26,9,5,25,50,12,0,0,2,71,17,2,3,17,65,5,2,0
1321,2002-03-01,53.51503,-166.92442,0,0,0,0,0,4,55,31,2,0,0,0,0,0,0,10,82,0,0,0,18,52,22,0,0,10,80,2,0,0,6,62,21,3,0
