index,start_date,lat,lon,P0.05_N1_Q0.1_V[ALL]_C24
2397,1998-06-01,48.48409,139.50218,4
2452,1998-06-01,0.67776,112.54585,20
2465,1998-06-01,56.95632,160.1862,0
2476,1998-06-01,55.99356,156.19406,0
2488,1998-06-01,48.50953,139.05356,4
2517,1998-06-01,43.59712,132.77408,4
2527,1998-06-01,37.30514,127.07307,20
2538,1998-06-01,1.67314,112.58253,21
2546,1998-06-01,56.84506,-158.5654,0
2554,1998-06-01,57.25682,160.42688,0
2573,1998-06-01,49.4733,140.06943,4
2575,1998-06-01,49.16307,139.57393,4
2639,1998-06-01,0.33184,112.12796,21
2640,1998-06-01,0.03692,112.0679,21
2667,1998-06-01,49.65724,139.85962,4
2685,1998-06-01,46.73494,135.64861,23
2719,1998-06-01,37.80805,126.81865,20
2736,1998-06-01,2.77958,112.46902,11
2749,1998-06-01,57.28225,-158.2729,0
2784,1998-06-01,48.07958,137.00565,4
2808,1998-06-01,43.91148,131.94441,4
2811,1998-06-01,43.36183,131.37343,4
2825,1998-06-01,40.52645,128.70187,4
2835,1998-06-01,37.75643,126.46028,4
2886,1998-06-01,51.68448,142.30576,4
2898,1998-06-01,49.0716,137.96486,23
2915,1998-06-01,46.21782,134.1449,4
2922,1998-06-01,44.43891,132.11703,4
2928,1998-06-01,43.33865,130.97174,4
3016,1998-06-01,51.72598,141.82346,4
3053,1998-06-01,44.6025,131.90038,4
3056,1998-06-01,44.05385,131.32176,4
3063,1998-06-01,42.75064,130.02165,4
3098,1998-06-01,28.60737,120.32001,4
3111,1998-06-01,25.62113,118.9313,11
3115,1998-06-01,24.68437,118.52711,20
3128,1998-06-01,57.56972,-156.3244,0
3142,1998-06-01,58.27789,159.34741,0
3145,1998-06-01,58.02325,158.19859,0
3184,1998-06-01,46.55471,133.70784,4
3205,1998-06-01,42.33892,129.26978,4
3284,1998-06-01,58.8939,161.16624,0
3316,1998-06-01,48.94653,136.36392,4
3328,1998-06-01,46.8976,133.69804,4
3337,1998-06-01,45.29175,131.85504,11
3364,1998-06-01,40.15583,127.03039,4
3376,1998-06-01,31.99589,121.56181,4
3410,1998-06-01,24.22885,117.86489,20
3426,1998-06-01,57.99897,-155.99599,0
3429,1998-06-01,58.27873,-157.12633,0
3438,1998-06-01,59.26415,-161.83405,1
3447,1998-06-01,59.47566,163.05467,0
3511,1998-06-01,43.60019,129.7323,4
3513,1998-06-01,43.22169,129.36932,4
3520,1998-06-01,41.87743,128.14169,4
3548,1998-06-01,30.35429,120.41958,4
3556,1998-06-01,28.54525,119.52599,4
3582,1998-06-01,1.14835,111.08376,20
3607,1998-06-01,60.24942,-166.7092,0
3627,1998-06-01,53.20886,142.3443,1
3637,1998-06-01,51.39855,139.1028,4
3653,1998-06-01,48.78809,135.22647,11
3666,1998-06-01,46.5199,132.41698,4
3670,1998-06-01,45.79769,131.60866,4
3684,1998-06-01,43.1864,128.96999,4
3720,1998-06-01,30.03566,119.99667,4
3722,1998-06-01,29.58385,119.77267,4
3724,1998-06-01,29.12998,119.55169,4
3733,1998-06-01,27.0622,118.59323,4
3799,1998-06-01,60.18514,164.47589,1
3821,1998-06-01,51.4213,138.62149,4
3909,1998-06-01,27.18826,118.40331,4
3910,1998-06-01,26.95568,118.30076,4
3920,1998-06-01,24.60143,117.31153,11
3928,1998-06-01,0.48617,110.61225,20
3950,1998-06-01,59.85411,-161.01678,0
3965,1998-06-01,61.1217,170.46336,0
4037,1998-06-01,45.00941,129.99417,4
4070,1998-06-01,31.641,120.28972,1
4095,1998-06-01,25.43634,117.41451,4
4102,1998-06-01,23.76671,116.74958,11
4117,1998-06-01,58.85272,-155.31282,1
4147,1998-06-01,61.35118,170.38788,0
4174,1998-06-01,52.40771,139.20898,4
4180,1998-06-01,51.4583,137.65739,4
4220,1998-06-01,44.41097,129.0233,4
4235,1998-06-01,41.49323,126.43085,4
4247,1998-06-01,32.65979,120.56084,4
4249,1998-06-01,32.2163,120.32361,0
4296,1998-06-01,58.23322,-152.14555,1
4335,1998-06-01,61.4986,169.40848,0
4358,1998-06-01,52.43098,138.71529,4
4423,1998-06-01,40.63565,125.41217,4
4487,1998-06-01,59.8444,-157.31348,0
4516,1998-06-01,61.91967,171.60708,0
4519,1998-06-01,61.80964,170.23332,0
4550,1998-06-01,51.31971,136.44412,4
4568,1998-06-01,48.22915,132.31622,4
4592,1998-06-01,43.75471,127.67359,4
4621,1998-06-01,31.3539,119.34521,4
4693,1998-06-01,61.36969,-164.30507,0
4696,1998-06-01,61.55069,-165.63,0
4699,1998-06-01,62.44999,178.57972,0
4701,1998-06-01,62.38104,175.74618,0
4713,1998-06-01,62.03861,170.15418,0
4716,1998-06-01,61.91119,168.78116,2
4733,1998-06-01,53.8738,140.14789,5
4740,1998-06-01,52.78737,138.24911,4
4749,1998-06-01,51.32681,135.96286,4
4750,1998-06-01,51.16033,135.71916,4
4764,1998-06-01,48.74772,132.51045,4
4767,1998-06-01,48.21185,131.86975,4
4780,1998-06-01,45.81869,129.26833,4
4788,1998-06-01,44.29189,127.79862,4
4848,1998-06-01,25.92054,116.66007,4
4850,1998-06-01,25.4442,116.47066,4
4863,1998-06-01,1.33066,109.91421,1
4867,1998-06-01,0.13848,109.69677,3
4872,1998-06-01,36.02633,-121.34715,0
4902,1998-06-01,60.54117,-158.19859,0
4915,1998-06-01,61.52929,-163.73979,0
4948,1998-06-01,61.83312,165.96376,0
4959,1998-06-01,59.28758,153.05424,0
4968,1998-06-01,53.28074,138.54477,4
4972,1998-06-01,52.64461,137.48955,4
4982,1998-06-01,50.99445,135.0,4
5009,1998-06-01,46.16081,129.22568,4
5012,1998-06-01,45.59325,128.65981,4
5082,1998-06-01,25.08377,116.09542,4
5102,1998-06-01,35.50601,-120.75265,0
5128,1998-06-01,59.70608,-153.62787,0
5156,1998-06-01,62.0008,-165.39873,0
5190,1998-06-01,61.4763,161.85442,1
5191,1998-06-01,61.40302,161.42073,0
5200,1998-06-01,59.27977,152.10272,0
5268,1998-06-01,42.41756,125.47272,4
5278,1998-06-01,40.38366,123.91359,4
5279,1998-06-01,40.1773,123.76428,4
5303,1998-06-01,29.9041,117.87386,4
5318,1998-06-01,26.39535,116.37375,4
5393,1998-06-01,61.47073,-160.40771,0
5409,1998-06-01,63.11908,177.08916,0
5411,1998-06-01,63.09163,176.12148,0
5414,1998-06-01,63.03583,174.67426,0
5416,1998-06-01,62.98892,173.7131,0
5425,1998-06-01,62.68294,169.439,0
5480,1998-06-01,49.2323,131.79478,23
5485,1998-06-01,48.32711,130.73877,4
5501,1998-06-01,45.31949,127.64091,4
5508,1998-06-01,43.95397,126.40878,15
5511,1998-06-01,43.35999,125.90177,4
5558,1998-06-01,28.86683,117.1598,4
5579,1998-06-01,23.8656,115.17913,11
5591,1998-06-01,34.44305,-119.59489,1
5610,1998-06-01,38.56353,-122.03291,0
5617,1998-06-01,40.03582,-123.02386,0
5628,1998-06-01,60.01788,-152.85031,1
5635,1998-06-01,60.72747,-155.62988,0
5672,1998-06-01,63.10143,171.73284,0
5683,1998-06-01,62.62019,166.54132,0
5708,1998-06-01,53.16741,136.76627,0
5709,1998-06-01,53.00423,136.50743,4
5732,1998-06-01,49.031,131.12532,4
5755,1998-06-01,44.68914,126.69432,4
5784,1998-06-01,36.85044,120.96375,4
5793,1998-06-01,33.3292,119.00847,4
5839,1998-06-01,1.753,109.30533,1
5869,1998-06-01,39.54179,-122.36978,23
5882,1998-06-01,42.23401,-124.30779,1
5912,1998-06-01,62.42029,-163.21017,0
5914,1998-06-01,62.55084,-164.11986,1
5922,1998-06-01,63.55391,176.0548,0
5938,1998-06-01,63.04855,168.31064,0
5958,1998-06-01,60.84195,155.03722,0
5968,1998-06-01,59.7853,151.11342,0
6012,1998-06-01,46.57793,128.08878,4
6038,1998-06-01,41.41512,123.69007,4
6056,1998-06-01,35.891,120.11373,4
6099,1998-06-01,24.57948,114.97909,4
6101,1998-06-01,24.09275,114.80408,4
6133,1998-06-01,38.82718,-121.5904,14
6134,1998-06-01,39.03984,-121.72765,14
6139,1998-06-01,40.09551,-122.43021,2
6150,1998-06-01,42.37253,-124.07719,0
6199,1998-06-01,63.70467,174.04286,0
6200,1998-06-01,63.67966,173.55046,0
6248,1998-06-01,59.98949,150.90311,0
6251,1998-06-01,59.28411,148.67131,0
6252,1998-06-01,54.16138,137.33203,1
6258,1998-06-01,53.01602,135.50258,4
6267,1998-06-01,51.48392,133.30821,4
6270,1998-06-01,50.95924,132.61406,4
6283,1998-06-01,48.61071,129.80557,4
6331,1998-06-01,39.03984,121.72765,1
6353,1998-06-01,32.21945,117.92153,4
6373,1998-06-01,27.09806,115.69553,4
6395,1998-06-01,34.59375,-118.84266,0
6408,1998-06-01,37.45247,-120.43973,0
6430,1998-06-01,42.09999,-123.53605,0
6517,1998-06-01,61.45959,155.48036,0
6562,1998-06-01,49.68464,130.60129,4
6581,1998-06-01,46.10258,126.8699,4
6593,1998-06-01,43.7277,124.80401,4
6596,1998-06-01,43.12136,124.3188,4
6632,1998-06-01,34.14673,118.61046,4
6636,1998-06-01,33.24696,118.15619,4
6653,1998-06-01,29.33784,116.36542,9
6664,1998-06-01,26.49491,115.22392,4
6681,1998-06-01,34.04391,-118.28448,1
6722,1998-06-01,42.85158,-123.76823,0
6737,1998-06-01,61.47352,-154.45798,0
6778,1998-06-01,63.62869,167.04242,0
6786,1998-06-01,63.15343,163.25424,0
6803,1998-06-01,61.76742,155.70903,0
6824,1998-06-01,59.43377,147.49602,0
6865,1998-06-01,47.59793,127.92966,4
6877,1998-06-01,45.26591,125.74427,4
6882,1998-06-01,44.26959,124.89697,4
6947,1998-06-01,26.84727,115.12093,4
6958,1998-06-01,24.18217,114.15207,4
6982,1998-06-01,37.26947,-119.74488,0
6985,1998-06-01,37.92265,-120.12706,0
7002,1998-06-01,41.54061,-122.47119,2
7025,1998-06-01,61.58143,-153.84566,1
7044,1998-06-01,63.23702,-162.18111,5
7082,1998-06-01,62.77973,159.44395,0
7094,1998-06-01,61.68316,154.25929,0
7126,1998-06-01,52.668,133.50566,2
7163,1998-06-01,45.80342,125.85115,4
7185,1998-06-01,41.33179,122.32433,4
7200,1998-06-01,34.38929,118.1862,4
7235,1998-06-01,26.23753,114.6559,4
7248,1998-06-01,23.05921,113.54746,11
7281,1998-06-01,38.04812,-119.90448,2
7314,1998-06-01,60.68396,-149.64737,0
7376,1998-06-01,63.72871,163.91835,0
7405,1998-06-01,61.14375,151.20903,0
7421,1998-06-01,54.35802,135.52086,4
7437,1998-06-01,51.60015,131.60507,23
7452,1998-06-01,48.84467,128.40939,23
7471,1998-06-01,45.15009,124.9194,4
7486,1998-06-01,42.08983,122.53506,4
7487,1998-06-01,41.8816,122.38638,4
7501,1998-06-01,34.95819,118.20163,4
7507,1998-06-01,33.60564,117.52522,4
7513,1998-06-01,32.23623,116.87814,4
7516,1998-06-01,31.5452,116.56505,4
7532,1998-06-01,27.78816,115.00372,4
7556,1998-06-01,27.65991,-114.7143,1
7578,1998-06-01,34.62824,-117.75854,2
7593,1998-06-01,37.9547,-119.55368,2
7609,1998-06-01,41.38438,-121.71513,2
7619,1998-06-01,43.46317,-123.21525,2
7690,1998-06-01,64.07651,164.74489,0
7727,1998-06-01,60.64504,148.65479,0
7744,1998-06-01,53.34012,133.47923,4
7745,1998-06-01,53.16741,133.23373,12
7770,1998-06-01,48.61406,127.76308,4
7784,1998-06-01,45.88809,125.18874,4
7819,1998-06-01,34.85328,117.87196,4
7825,1998-06-01,33.49602,117.20401,4
7847,1998-06-01,28.37576,114.9903,4
7849,1998-06-01,27.899,114.80566,4
7871,1998-06-01,22.5267,112.9321,18
7876,1998-06-01,27.76962,-114.51616,1
7907,1998-06-01,36.5363,-118.47047,3
7922,1998-06-01,39.81145,-120.37122,17
7936,1998-06-01,42.76997,-122.36329,0
7941,1998-06-01,43.80262,-123.13227,0
7992,1998-06-01,65.15024,175.27986,0
7996,1998-06-01,65.05754,173.19868,0
8002,1998-06-01,64.85639,170.11202,0
8003,1998-06-01,64.81572,169.60266,0
8040,1998-06-01,61.99325,152.39333,0
8064,1998-06-01,56.16441,137.46576,1
8097,1998-06-01,50.08315,128.91766,4
8156,1998-06-01,34.52052,117.43147,4
8165,1998-06-01,32.46721,116.4603,4
8179,1998-06-01,29.19854,115.07072,4
8198,1998-06-01,24.6146,113.3904,4
8221,1998-06-01,30.72244,-115.44375,3
8245,1998-06-01,36.21078,-118.01385,2
8266,1998-06-01,40.79362,-120.68517,14
8305,1998-06-01,62.19888,-152.1759,23
8358,1998-06-01,64.99977,168.99646,0
8359,1998-06-01,64.95468,168.48618,0
8405,1998-06-01,60.9185,147.80426,0
8406,1998-06-01,60.79374,147.42595,0
8430,1998-06-01,56.01577,136.63658,0
8507,1998-06-01,41.43109,121.10477,4
8528,1998-06-01,34.41079,117.10556,4
8537,1998-06-01,32.35059,116.14684,4
8552,1998-06-01,28.83391,114.6823,4
8573,1998-06-01,23.73231,112.87366,4
8580,1998-06-01,21.98379,112.32533,18
8603,1998-06-01,32.23203,-115.83454,2
8627,1998-06-01,37.66169,-118.50848,2
8692,1998-06-01,63.12987,-154.9538,23
8747,1998-06-01,65.22633,168.89616,0
8754,1998-06-01,64.86578,165.33554,0
8804,1998-06-01,59.80205,143.909,0
8817,1998-06-01,57.91789,139.61992,0
8818,1998-06-01,57.76541,139.31062,0
8840,1998-06-01,54.1735,133.18581,4
8844,1998-06-01,53.47627,132.2011,4
8861,1998-06-01,50.38265,128.40009,4
8897,1998-06-01,43.23995,122.03549,4
8908,1998-06-01,40.91968,120.45178,4
8921,1998-06-01,36.32905,117.79343,2
8936,1998-06-01,32.92515,116.14299,4
8948,1998-06-01,30.12791,114.94867,9
8955,1998-06-01,28.46552,114.29807,4
8956,1998-06-01,28.22617,114.20773,4
8960,1998-06-01,27.26407,113.85256,4
8970,1998-06-01,24.8255,113.00623,4
8972,1998-06-01,24.33199,112.84373,12
8981,1998-06-01,22.08665,112.13866,9
8989,1998-06-01,28.33343,-114.00715,1
9045,1998-06-01,41.04481,-120.21728,2
9053,1998-06-01,42.74158,-121.34958,2
9096,1998-06-01,62.82533,-152.57664,14
9110,1998-06-01,64.16084,-158.85391,0
9124,1998-06-01,65.61549,-170.88864,5
9128,1998-06-01,65.74471,-173.00808,0
9129,1998-06-01,65.77171,-173.54118,0
9136,1998-06-01,65.90063,-177.29938,0
9143,1998-06-01,65.91041,177.83892,0
9162,1998-06-01,65.35896,167.75768,0
9186,1998-06-01,63.62869,156.08768,0
9194,1998-06-01,62.82533,152.57664,1
9208,1998-06-01,61.18512,146.93816,0
9217,1998-06-01,59.99038,143.65254,0
9269,1998-06-01,51.4647,129.19327,4
9284,1998-06-01,48.61607,126.16809,4
9293,1998-06-01,46.84181,124.54009,4
9320,1998-06-01,41.2586,120.35475,4
9379,1998-06-01,25.91167,113.1428,4
9402,1998-06-01,27.95873,-113.62938,19
9430,1998-06-01,36.11356,-117.1213,2
9435,1998-06-01,37.23325,-117.69947,23
9453,1998-06-01,41.16899,-119.98164,2
9485,1998-06-01,50.67846,-127.87498,0
9486,1998-06-01,50.8671,-128.08162,1
9504,1998-06-01,62.58838,-150.66817,0
9518,1998-06-01,64.02584,-156.80141,0
9520,1998-06-01,64.20463,-157.72974,0
9531,1998-06-01,65.12493,-163.55139,0
9556,1998-06-01,66.15825,180.0,0
9557,1998-06-01,66.15716,179.45434,0
9563,1998-06-01,66.10454,176.18592,0
9587,1998-06-01,65.12493,163.55139,0
9634,1998-06-01,60.178,143.39293,0
9647,1998-06-01,58.27368,139.08562,0
9648,1998-06-01,58.11968,138.77547,2
9679,1998-06-01,52.89824,130.48601,4
9687,1998-06-01,51.42912,128.7131,4
9722,1998-06-01,44.53776,122.31458,4
9746,1998-06-01,39.43835,118.92642,4
9756,1998-06-01,36.11356,117.1213,4
9782,1998-06-01,30.10894,114.44395,9
9787,1998-06-01,28.919,113.98501,4
9869,1998-06-01,39.33966,-118.56841,9
9903,1998-06-01,46.51023,-123.5213,14
9905,1998-06-01,46.91382,-123.86034,0
9933,1998-06-01,62.07742,-147.99461,0
9934,1998-06-01,62.19983,-148.3925,0
9951,1998-06-01,64.05117,-155.68069,2
9955,1998-06-01,64.41845,-157.53679,0
9966,1998-06-01,65.2793,-162.89728,0
9973,1998-06-01,65.70588,-166.48343,0
10003,1998-06-01,66.29908,175.05404,0
10039,1998-06-01,64.23828,156.60223,2
10049,1998-06-01,63.23604,152.12805,0
10094,1998-06-01,57.02225,136.12331,2
10135,1998-06-01,49.67642,126.41206,4
10169,1998-06-01,42.78447,120.72241,4
10175,1998-06-01,41.50685,119.88106,4
10178,1998-06-01,40.8616,119.47589,4
10180,1998-06-01,40.42909,119.21129,4
10192,1998-06-01,36.67828,117.12675,4
10225,1998-06-01,29.02494,113.78203,4
10226,1998-06-01,28.78533,113.69276,4
10286,1998-06-01,33.60138,-115.39156,1
10292,1998-06-01,34.97984,-116.01939,2
10295,1998-06-01,35.66306,-116.34426,3
10309,1998-06-01,38.79816,-117.96508,2
10318,1998-06-01,40.76668,-119.10717,9
10320,1998-06-01,41.19905,-119.37262,2
10352,1998-06-01,47.85108,-124.29865,0
10376,1998-06-01,56.52934,-134.72321,0
10380,1998-06-01,59.83292,-141.13725,1
10395,1998-06-01,62.51911,-148.54794,0
10404,1998-06-01,63.54893,-152.33324,0
10418,1998-06-01,64.89086,-158.77634,0
10420,1998-06-01,65.05439,-159.74936,0
10430,1998-06-01,65.75767,-164.79196,0
10449,1998-06-01,66.61439,-178.8876,0
10450,1998-06-01,66.61773,-179.44374,0
10487,1998-06-01,65.21046,160.73474,0
10513,1998-06-01,62.63948,148.95451,0
10527,1998-06-01,60.83012,143.57771,0
10529,1998-06-01,60.55109,142.86403,0
10530,1998-06-01,60.40978,142.51215,0
10546,1998-06-01,57.99813,137.31372,2
10592,1998-06-01,49.81849,126.14799,4
10607,1998-06-01,46.84635,123.43504,15
10609,1998-06-01,46.44068,123.10028,4
10621,1998-06-01,43.96321,121.21093,22
10627,1998-06-01,42.69752,120.33733,4
10633,1998-06-01,41.41453,119.507,4
10662,1998-06-01,34.06265,115.59767,4
10668,1998-06-01,32.67349,114.9885,4
10699,1998-06-01,25.23664,112.23132,4
10755,1998-06-01,33.479,-115.07442,3
10760,1998-06-01,34.63255,-115.58852,3
10761,1998-06-01,34.86193,-115.6937,2
10782,1998-06-01,39.57631,-118.10361,23
10795,1998-06-01,42.39474,-119.81416,2
10806,1998-06-01,44.71722,-121.41569,2
10825,1998-06-01,48.78271,-124.75591,0
10873,1998-06-01,61.29296,-144.03949,0
10884,1998-06-01,62.71678,-148.29857,0
10924,1998-06-01,66.59651,-171.6341,0
11027,1998-06-01,59.1109,138.89371,0
11055,1998-06-01,54.44106,131.08176,23
11084,1998-06-01,48.9803,124.93931,4
11102,1998-06-01,45.34031,121.8796,4
11112,1998-06-01,43.24604,120.37913,0
11214,1998-06-01,12.87723,108.77803,1
11270,1998-06-01,39.6932,-117.8697,23
11312,1998-06-01,48.72083,-124.3109,0
11352,1998-06-01,57.52675,-135.28505,18
11380,1998-06-01,62.5393,-146.83678,0
11396,1998-06-01,64.3815,-153.66231,0
11400,1998-06-01,64.77822,-155.51332,0
11455,1998-06-01,66.582,168.25436,0
11456,1998-06-01,66.53407,167.71167,0
11460,1998-06-01,66.32115,165.56403,0
11494,1998-06-01,63.27546,149.28717,0
11497,1998-06-01,62.91383,148.04564,0
11513,1998-06-01,60.7783,141.96826,0
11534,1998-06-01,57.52675,135.28505,0
11613,1998-06-01,42.30233,119.43369,4
11626,1998-06-01,39.47282,117.74624,0
11675,1998-06-01,28.13108,112.73793,0
11681,1998-06-01,26.66847,112.23999,4
11710,1998-06-01,14.59706,108.95951,1
11730,1998-06-01,25.78305,-111.72266,1
11738,1998-06-01,32.05657,-113.96249,1
11800,1998-06-01,45.80342,-121.52899,2
11805,1998-06-01,46.83403,-122.33018,14
11835,1998-06-01,53.65847,-129.11139,0
11847,1998-06-01,55.81556,-132.01572,0
11857,1998-06-01,57.85866,-135.28792,0
11870,1998-06-01,61.38913,-142.76517,0
11878,1998-06-01,62.47493,-145.7843,0
11879,1998-06-01,62.60476,-146.17792,0
11883,1998-06-01,63.11026,-147.78908,0
11900,1998-06-01,64.98823,-155.29758,0
11901,1998-06-01,65.08384,-155.77225,0
11927,1998-06-01,67.2987,178.28164,0
11942,1998-06-01,66.93941,169.79602,0
11950,1998-06-01,66.5441,165.42578,0
11963,1998-06-01,65.61979,158.69421,0
11966,1998-06-01,65.36002,157.21759,2
11974,1998-06-01,64.58844,153.43495,0
11980,1998-06-01,63.93889,150.75117,0
11983,1998-06-01,63.59277,149.4594,0
12008,1998-06-01,60.2253,139.96974,0
12021,1998-06-01,58.18692,135.87245,2
12048,1998-06-01,53.47403,128.88449,2
12119,1998-06-01,38.92345,117.14968,4
12120,1998-06-01,38.70092,117.03086,4
12144,1998-06-01,33.22841,114.44395,4
12146,1998-06-01,32.76099,114.24921,4
12164,1998-06-01,28.4746,112.61987,0
12185,1998-06-01,23.2869,110.96392,4
12238,1998-06-01,33.33397,-114.22775,0
12244,1998-06-01,34.72746,-114.82606,2
12281,1998-06-01,42.97268,-119.21925,2
12296,1998-06-01,46.13777,-121.42957,2
12332,1998-06-01,53.99206,-129.05849,0
12340,1998-06-01,55.44164,-130.97174,1
12368,1998-06-01,62.53449,-145.12466,0
12403,1998-06-01,66.23296,-161.04576,1
12461,1998-06-01,64.89818,153.66692,0
12486,1998-06-01,61.85473,143.22281,0
12492,1998-06-01,60.99798,141.05899,0
12544,1998-06-01,52.11788,126.8699,4
12577,1998-06-01,45.51345,120.96375,4
12618,1998-06-01,36.56114,115.66813,4
12634,1998-06-01,32.866,114.03429,4
12663,1998-06-01,25.8811,111.52538,4
12669,1998-06-01,24.38797,111.06738,4
12721,1998-06-01,29.8821,-112.63718,1
12741,1998-06-01,34.60237,-114.50416,2
12742,1998-06-01,34.83383,-114.60513,2
12771,1998-06-01,41.35779,-117.9115,2
12828,1998-06-01,54.14094,-128.77417,0
12829,1998-06-01,54.32531,-129.00461,0
12833,1998-06-01,55.05575,-129.94977,0
12850,1998-06-01,58.35642,-135.0,1
12855,1998-06-01,59.49313,-137.12109,1
12885,1998-06-01,65.00081,-152.96915,0
12906,1998-06-01,67.75815,-178.2466,0
